wikirate_number,oc_jurisdiction_code
3269038,cn_44
3269045,cn_44
3270952,cn
3269052,cn_44
3269066,cn
3269073,cn_36
3269080,cn_44
3270959,cn_44
3269087,cn_44
3269094,cn_44
3269101,cn_33
3270966,cn_32
3269108,cn
3270973,cn_44
3269115,cn_32
3269122,cn_44
3269129,cn_44
3269136,cn_44
3269143,cn_44
3269150,cn
3269157,cn_35
3269164,cn_32
3269171,cn_44
3269185,cn_44
3269192,cn_44
3269199,cn_32
3269206,cn
3269213,cn_32
3269220,cn_33
3269227,cn_44
3269234,cn
3269241,cn_44
3269248,cn_33
3269255,cn_33
3269262,cn
3269276,cn
3269283,cn_44
3270987,cn_41
3269290,cn_43
3269297,cn_50
3269304,cn
3269311,cn_35
3269318,cn_53
3269325,cn_23
3269339,cn_21
3269346,cn_44
3269360,cn_44
3269367,cn
3269374,cn_36
3269381,cn_33
3269388,cn_21
3269402,cn
3269416,cn_23
3269423,cn_42
3269430,cn_11
3269437,cn_61
3269444,cn_50
3269451,cn_53
3269458,cn_43
3269465,cn_36
3269479,cn_44
3269486,cn_44
3269493,cn_44
3269500,cn_33
3269507,cn_35
3269514,cn_32
3269521,cn
3269528,cn_13
3269535,cn
3269542,cn_44
3269549,cn_44
3269556,cn_12
3269563,cn_50
3269570,cn_32
3269577,cn_44
3269584,cn_33
3269591,cn
3269605,cn_44
3269612,cn_44
3269619,cn_62
3269626,cn_44
3270994,cn_33
3269633,cn_32
3269640,cn
3269647,cn_12
3269654,cn
3269668,cn_50
3269675,cn_44
3271001,cn_44
3269682,cn
3269689,cn_21
3269696,cn
3271008,cn_12
3269703,cn_13
3269710,cn
3271015,cn_65
3269717,cn_64
3269724,cn
3269731,cn_45
3269738,cn_44
3269745,cn_35
3269752,cn_34
3269759,cn_44
3269766,cn_33
3269773,cn_44
3269780,cn_44
3269787,cn
3269794,cn
3269801,cn_44
3269808,cn
3269815,cn_44
3269822,cn_33
3269829,cn
3269843,cn_33
3269850,cn_44
3269857,cn_44
3269864,cn
3269871,cn_32
3271022,cn_44
3269885,cn
3271029,cn_42
3271036,cn_34
3269892,cn_12
3269899,cn_12
3269906,cn
3269913,cn_33
3271043,cn_33
3269920,cn_44
3271050,cn_44
3269927,cn_44
3269934,cn_44
3269941,cn_11
3269948,cn_44
3271057,cn_33
3269962,cn_32
3269969,cn
3271064,cn
3271071,cn_13
3271078,cn_61
3271085,cn_21
3271092,cn_41
3271099,cn
3271106,cn_64
3271113,cn_32
3271120,cn
3271127,cn_13
3269976,cn_35
3269983,cn_32
3269990,cn_44
3271134,cn
3269997,cn_44
3270004,cn_44
3270011,cn
3271141,cn
3270018,cn
3270025,cn_12
3270032,cn_13
3270039,cn_13
3270046,cn_13
3270053,cn_44
3270060,cn_44
3270067,cn_44
3270074,cn
3270081,cn
3270088,cn_44
3270102,cn_32
3270109,cn
3270116,cn
3270123,cn_44
3270130,cn_44
3270137,cn_44
3270144,cn
3271153,cn_44
3270151,cn_44
3270158,cn
3270165,cn
3270172,cn
3270179,cn_50
3270186,cn_35
3271160,cn_44
3270200,cn_44
3270207,cn_44
3270214,cn_41
3270221,cn
3270228,cn
3271167,cn_44
3270235,cn
3270242,cn_33
3271174,cn
3271181,cn_50
3271188,cn
3271195,cn_44
3270249,cn_35
3279718,cn_13
3274674,cn
3274681,cn_44
3274688,cn_32
3274695,cn
3274702,cn_32
3274709,cn_44
3274716,cn
3274730,cn_44
3274751,cn_44
3274758,cn
3274765,cn_61
3274772,cn_44
3274779,cn_41
3274786,cn_41
3274793,cn_41
3274807,cn_64
3274814,cn_13
3274821,cn
3274828,cn_61
3274835,cn_41
3274842,cn
3274849,cn
3274856,cn_64
3274863,cn_44
3274870,cn_21
3274877,cn_64
3274884,cn_61
3274891,cn_44
3274898,cn_44
3274905,cn_44
3279732,cn
3274912,cn
3274919,cn
3274926,cn
3274933,cn_44
3274940,cn_44
3274947,cn_44
3274954,cn
3274961,cn
3274968,cn
3274975,cn_44
3274982,cn_35
3274989,cn_32
3274996,cn_33
3275003,cn
3275010,cn_44
3275024,cn_44
3275031,cn_11
3275045,cn
3275052,cn_44
3275059,cn_44
3275066,cn
3275073,cn_44
3275080,cn_35
3275087,cn_44
3275101,cn_44
3275108,cn
3275115,cn
3275122,cn
3275129,cn_32
3275136,cn_44
3275143,cn
3275150,cn_44
3275157,cn
3275164,cn_32
3275171,cn_44
3275178,cn
3275185,cn_33
3275192,cn
3279739,cn
3275206,cn_44
3275220,cn_44
3275227,cn
3275234,cn
3275241,cn
3275248,cn
3275262,cn
3279746,cn
3275269,cn
3275276,cn
3275283,cn
3275290,cn
3275297,cn
3275304,cn
3275311,cn
3275318,cn
3275325,cn
3275337,cn
3275344,cn
3275351,cn
3275358,cn
3275365,cn
3275372,cn
3275379,cn
3275386,cn
3275393,cn
3275400,cn
3275407,cn
3275414,cn
3275421,cn
3275428,cn
3275435,cn
3275442,cn
3275449,cn
3275456,cn
3275463,cn
3275470,cn
3275477,cn
3275484,cn
3279753,cn
3275498,cn
3279760,cn
3275505,cn
3279767,co
3275547,co
3279795,co
3275582,cr
3279802,cr
3275589,cr
3275631,cz
3275694,cz
3275729,do
3275743,ec
3275750,ec
3275757,ec
3275778,ec
3275785,ec
3279830,sv
3279837,sv
3275792,sv
3279844,sv
3275799,sv
3275806,sv
3275813,sv
3275862,fr
3275883,fr
3275918,fr
3275925,fr
3275994,fr
3276029,fr
3276043,fr
3276057,fr
3276085,fr
3276120,fr
3276162,fr
3276190,fr
3276204,fr
3276211,fr
3276218,fr
3276281,fr
3276344,fr
3276358,fr
3276441,fr
3276490,fr
3276525,fr
3276560,fr
3276693,fr
3276721,fr
3276756,fr
3276784,fr
3276993,fr
3277147,fr
3277182,fr
3277210,fr
3277301,fr
3280194,fr
3277350,fr
3277392,fr
3277434,fr
3277651,fr
3277735,fr
3277812,de
3277819,de
3277833,de
3277840,de
3277854,de
3277861,de
3277882,de
3280271,de
3277896,de
3277910,de
3277931,de
3277938,de
3277945,de
3277959,de
3277966,de
3277973,de
3277987,de
3278388,de
3280278,de
3278015,de
3278022,de
3278036,de
3278078,de
3278092,de
3278127,de
3278141,de
3278148,de
3278155,de
3278162,de
3278169,de
3278190,de
3280285,de
3278197,de
3278204,de
3278211,de
3278225,de
3278239,de
3278260,de
3278281,de
3278288,de
3278295,de
3278302,de
3278316,de
3278323,de
3278330,de
3278337,de
3278344,de
3278351,de
3278358,de
3278365,de
3278379,de
3280306,de
3279627,ie
3279634,ie
3279662,it
3279676,it
3279690,it
3279116,hk
3279151,hk
3279158,hk
3279165,hk
3279172,hk
3279200,hk
3279228,hk
3279235,hk
3279242,hk
3279256,hk
3280747,hk
3279263,hk
3279270,hk
3279277,hk
3279326,hk
3279361,hk
3279375,hu
3279382,in
3280789,in
3279389,in
3279396,in
3279403,in
3279417,in
3279424,in
3279431,in
3279445,in
3280796,in
3279452,in
3280803,in
3279459,in
3280810,in
3279466,in
3279487,in
3279494,in
3280817,in
3280824,in
3279515,in
3279522,in
3279529,in
3279536,in
3279543,in
3279557,id
3279564,id
3279571,id
3279578,id
3279585,id
3280838,id
3279592,id
3279599,id
3279606,id
3279613,id
3279620,id
3280859,ie
3280313,de
3278409,de
3278430,de
3278472,de
3278486,de
3278493,de
3278500,de
3280334,de
3278535,de
3278556,gr
3280341,gt
3278563,gt
3280348,gt
3278577,gt
3278584,hn
3280362,hn
3278591,hn
3280376,hn
3278598,hn
3278605,hn
3278612,hk
3280411,hk
3278633,hk
3278640,hk
3278654,hk
3278661,hk
3278675,hk
3278703,hk
3278745,hk
3280544,hk
3278829,hk
3280579,hk
3278913,hk
3278934,hk
3280600,hk
3278955,hk
3278990,hk
3280642,hk
3279004,hk
3279025,hk
3279032,hk
3279039,hk
3280663,hk
3279053,hk
3279060,hk
3284542,it
3284549,it
3284612,it
3284626,it
3284654,it
3284710,it
3284745,it
3284752,it
3284780,it
3284829,it
3284878,it
3284913,it
3284962,it
3284969,it
3284990,it
3285004,it
3285018,it
3285053,it
3285067,it
3285081,it
3285116,it
3285137,it
3285144,it
3285207,it
3285263,it
3285277,it
3285284,it
3285312,jp
3285340,jp
3285347,jp
3285389,jp
3285396,jp
3285403,jp
3285410,jp
3285438,jp
3285452,jp
3285459,jp
3285473,jp
3285480,jp
3285487,jp
3285529,jp
3285543,jp
3285550,jp
3285571,jp
3285578,jp
3285592,jp
3285599,jp
3285606,jp
3285613,jp
3285620,jp
3285627,jp
3285634,jp
3285648,jp
3285655,jp
3285669,jp
3285676,jp
3285683,jp
3285697,jp
3285711,jp
3285718,jp
3285725,jp
3285739,jp
3285753,jp
3285760,jp
3285788,jp
3285795,jp
3285802,jp
3285830,jp
3285851,jp
3285872,jp
3285879,jp
3285886,jp
3285893,jp
3285907,jp
3285914,jp
3285921,jp
3285935,jp
3285942,jp
3285949,jp
3285956,jp
3285963,jp
3285970,jp
3285991,jp
3286005,jp
3286012,jp
3286019,jp
3286040,jp
3286061,jp
3286075,jp
3286089,jp
3286096,jp
3286103,jp
3286117,jp
3286131,jp
3286152,jp
3286159,jp
3286166,jp
3286173,jp
3286180,jp
3286194,jp
3286201,jp
3286208,jp
3286229,jp
3286250,jp
3286257,jp
3286278,jp
3286285,jp
3286299,jp
3286306,jp
3286320,jp
3286327,jp
3286348,jp
3286390,jp
3286404,jp
3286411,jp
3286432,jp
3286439,jp
3286446,jp
3286467,jp
3286481,jp
3286488,jp
3286495,jp
3286502,jp
3286509,jp
3286523,jp
3286530,jp
3286593,jp
3286600,jp
3286607,jp
3286621,jp
3286628,jp
3286635,jp
3286642,jp
3286649,jp
3286677,jp
3286698,jp
3286712,jp
3286719,jp
3286740,jp
3286747,jp
3286761,jp
3286768,jp
3286775,jp
3286782,jp
3286789,jp
3286803,jp
3286824,jp
3286831,jp
3286859,jp
3286866,jp
3286873,jp
3286915,jp
3286922,jp
3286936,jp
3286943,jp
3286950,jp
3286964,jp
3286971,jp
3286978,jp
3286992,jp
3286999,jp
3287006,jp
3287013,jp
3287034,jp
3287041,jp
3287048,jp
3287055,jp
3287062,jp
3287069,jp
3287076,jp
3287083,jp
3287090,jp
3287097,jp
3287111,jp
3287125,jp
3287132,jp
3287139,jp
3287146,jp
3287153,jp
3287160,jp
3287167,jp
3287181,jp
3287195,jp
3287202,jp
3287209,jp
3287223,jp
3287258,jp
3287265,jp
3287272,jp
3287293,jp
3287328,jp
3287335,jp
3287342,jp
3287349,jp
3287370,jp
3287391,jp
3287426,jp
3287433,jp
3287454,jp
3287461,jp
3287482,jp
3287489,jp
3287496,jp
3287503,jp
3287510,jp
3287524,jp
3287531,jp
3287552,jp
3287559,jp
3287580,jp
3287587,jp
3287594,jp
3287601,jp
3287614,jp
3287621,jp
3287628,jp
3287635,jp
3287636,jp
3287643,jp
3287657,jp
3287664,jp
3287678,jp
3287685,jp
3287699,jp
3287706,jp
3287720,jp
3287734,jp
3287741,jp
3287769,jp
3287776,jp
3287783,jp
3287790,jp
3287804,jp
3287811,jp
3287825,jp
3287832,jp
3287839,jp
3287853,jp
3287860,jp
3287874,jp
3287881,jp
3287888,jp
3287895,jp
3287902,jp
3287916,jp
3287923,jp
3287930,jp
3287958,jp
3287965,jp
3287972,jp
3287979,jp
3288000,jp
3288007,jp
3288014,jp
3288021,jp
3288028,jp
3288035,jp
3288042,jp
3288049,jp
3288056,jp
3288063,jp
3288070,jp
3288091,jp
3288105,jp
3288112,jp
3288119,jp
3288147,jp
3288154,jp
3288181,jp
3288188,jp
3288202,jp
3288230,jp
3288237,jp
3288265,jp
3288272,jp
3288300,jp
3288314,jp
3288335,jp
3288391,jp
3288398,jp
3288419,jp
3288447,jp
3288475,jp
3288482,jp
3288510,jp
3288517,jp
3288531,jp
3288538,jp
3288552,jp
3288566,jp
3288573,jp
3288587,jp
3288594,jp
3288608,jp
3288615,jp
3288622,jp
3288636,jp
3288657,jp
3288664,jp
3288671,jp
3288699,jp
3288706,jp
3288713,jp
3288727,jp
3288734,jp
3288741,jp
3288797,kz
3288804,kr
3288818,kr
3288825,kr
3288846,kr
3288853,kr
3288867,kr
3288888,kr
3288895,kr
3288902,kr
3288923,kr
3288951,kr
3288965,kr
3288972,kr
3288979,kr
3288986,kr
3288993,kr
3289000,kr
3289007,kr
3289014,kr
3289021,kr
3289028,kr
3289035,kr
3289042,kr
3289049,kr
3289070,kr
3289077,kr
3289084,kr
3289091,kr
3289126,kr
3289133,kr
3289140,kr
3289154,kr
3289217,kr
3289224,kr
3289231,kr
3289245,kr
3289266,kr
3289273,kr
3289287,kr
3289294,kr
3289301,kr
3289322,lu
3289329,mo
3289336,mo
3289357,my
3289364,my
3289371,my
3289385,mx
3289406,mx
3289413,mx
3289427,mx
3289434,mx
3293440,jp
49479,jp
3289495,it
3289530,it
3289550,jp
3289571,jp
3289585,jp
3289598,jp
3289605,jp
3289612,jp
3289619,jp
3289626,jp
3289633,jp
3289654,jp
3289682,jp
3289710,jp
3289717,jp
3289724,jp
3289744,jp
3289806,jp
3289813,jp
3289820,jp
3289834,jp
3289855,jp
3289883,jp
3289890,jp
3289897,jp
3289918,jp
3289925,jp
3289932,jp
3289939,jp
3289946,jp
3289981,jp
3289988,jp
3290002,jp
3290009,jp
3290037,jp
3290044,jp
3290051,jp
3290058,jp
3290065,jp
3290072,jp
3290079,jp
3290100,jp
3290114,jp
3290121,jp
3290135,jp
3290142,jp
3290149,jp
3290170,jp
3290177,jp
3290184,jp
3290191,jp
3290219,jp
3290233,jp
3290240,jp
3290247,jp
3290254,jp
3290261,jp
3290275,kr
3290282,kr
3290303,kr
3290317,kr
3290338,kr
3290352,kr
3290387,kr
3290422,kr
3290436,kr
3290443,mo
3290450,mo
3290457,mg
3290485,my
3290492,mx
3290499,mx
3290527,mx
3290553,mx
3290560,mx
3290581,mx
3290588,mx
3300311,us_ca
3296868,tr
3296875,tr
3296889,ae_du
3296896,gb
3299456,gb
3296917,gb
3296924,gb
3296945,gb
3296952,gb
3296980,gb
3296987,gb
3297008,gb
3299519,gb
3299526,gb
3299568,gb
3299603,gb
3297119,gb
3297175,gb
3297196,gb
3299666,gb
3297217,gb
3297259,gb
3297273,gb
3297315,gb
3297322,gb
3299771,gb
3297385,gb
3297392,gb
3297406,gb
3299792,gb
3297413,gb
3297476,gb
3299841,gb
3297525,gb
3297546,gb
3297553,gb
3299925,gb
3297665,gb
3299967,gb
3299988,us_oh
3297714,us_pa
3297728,us_ca
3297735,us_mt
3297742,us_ca
3297763,us_nv
3297854,us_nj
3297861,us_wi
3300044,us_ca
3297937,us_nc
3297986,us_ca
3298056,us_fl
3298098,us_fl
3298119,us_nc
3298147,us_ca
3300176,us_il
3300211,us_ca
3298182,us_mi
3298196,us_ca
3298217,us_tx
3300246,us_nc
3298252,us_il
3300274,us_ks
3298294,us_ca
3300281,us_pa
3298357,us_mo
3295830,lk
3295837,lk
3295893,ch
3295970,tw
3295977,tw
3295991,tw
3299112,tw
3295998,tw
3296005,tw
3296012,tw
3299126,tw
3296019,tw
3296026,tw
3296033,tw
3296040,tw
3296047,tw
3296054,tw
3296061,tw
3296068,tw
3299133,tw
3299140,tw
3296082,tw
3299147,tw
3296096,tw
3296103,tw
3296110,tw
3299154,tw
3296117,tw
3296124,tw
3296131,tw
3296138,tw
3296145,tw
3296152,tw
3296159,tw
3296166,tw
3296173,tw
3296180,tw
3299168,tw
3299175,tw
3296187,tw
3296194,tw
3299182,tw
3296201,tw
3299189,tw
3296214,tw
3296221,tw
3299196,tw
3296228,tw
3299203,tw
3296235,tw
3296242,tw
3296249,tw
3296256,tw
3296263,tw
3296270,tw
3296277,tw
3296284,tw
3299224,tw
3296291,tw
3296298,tw
3296305,tw
3296312,tw
3296319,tw
3296326,tw
3296333,tw
3296340,tw
3296347,tw
3296354,tw
3299231,tw
3299238,tw
3299245,tw
3296361,tw
3296368,tw
3296375,tw
3296382,tw
3296389,tw
3299252,tw
3296403,tw
3296410,tw
3296417,tw
3296424,tw
3299259,tw
3299266,tw
3299273,tw
3296431,tw
3296445,tw
3296452,tw
3296459,tw
3296466,tw
3296473,tw
3296480,tw
3296487,tw
3296494,tw
3296501,tw
3296515,tw
3296522,tw
3296529,tw
3296536,tw
3296543,tw
3296550,tw
3296571,tw
3296592,th
3296599,th
3296606,th
3296627,th
3296634,th
3296672,th
3296686,th
3299343,th
3299350,th
3296707,th
3296714,th
3299369,th
3296763,tr
3299383,tr
3296770,tr
3296784,tr
3296791,tr
3296798,tr
3299400,tr
3299407,tr
3299414,tr
3299421,tr
3296819,tr
3299428,tr
3296826,tr
3296833,tr
3299435,tr
3296840,tr
3296847,tr
3299442,tr
3296854,tr
3294109,mx
3294116,mx
3298391,mx
3298398,mx
3298405,mx
3298419,mx
3294137,mx
3298426,mx
3298433,mx
3298447,mx
3294165,nl
3294193,nl
3294235,nl
3294242,nl
3294298,nl
3298496,nl
3298538,nz
3294403,pe
3294417,pe
3294431,pe
3294438,pe
3298552,pe
3298566,ph
3294445,ph
3298573,ph
3298580,ph
3294452,ph
3298587,ph
3294473,ph
3294487,ph
3298594,ph
3298601,ph
3294494,ph
3294501,ph
3294508,pl
3294536,pl
3294543,pl
3294550,pl
3298643,pl
3294571,pl
3294578,pl
3294613,pl
3294620,pl
3294669,pl
3294676,pl
3298671,pl
3298678,pl
3294690,pl
3294711,pl
3294718,pl
3294753,pl
3294781,pl
3294788,pl
3294823,pl
3294830,pl
3294872,pt
3294879,pt
3294886,pt
3294900,pt
3294907,pt
3298811,pt
3294914,pt
3294928,pt
3294935,pt
3294942,pt
3294949,pt
3294956,pt
3294963,pt
3294970,pt
3294977,pt
3294984,pt
3295005,pt
3295012,pt
3295026,pt
3295040,pt
3298825,pt
3298832,pt
3295054,pt
3295061,pt
3295068,pt
3295075,pt
3295082,pt
3295089,pt
3295096,pt
3295103,pt
3295110,pt
3295117,pt
3295124,pt
3298839,pt
3295138,pt
3295180,ro
3295229,ru
3298881,ru
3295243,ru
3295250,ru
3295257,ru
3295278,ru
3298909,ru
3295306,sg
3295327,sg
3298937,sg
3295362,sg
3298958,sg
3298972,sg
3298993,si
3299014,es
3299042,es
3295627,es
3295648,es
3295669,es
3295683,es
3295690,es
3295704,es
3295725,es
3299063,es
3295767,es
3295781,es
3303896,us_wi
3303966,us_ca
3303980,us_nc
3304008,us_tx
3304022,us_il
3304062,us_pa
3304069,us_ny
3304090,us_pa
3304097,us_ca
3304111,us_fl
3304118,us_in
3304125,us_ca
3304174,us_fl
3304181,us_wi
3304223,us_ca
3304286,us_ky
3304314,us_ca
3304328,us_ca
3304467,us_nc
3304556,us_fl
3304563,us_ca
3304584,us_sc
3304605,us_az
3304626,us_ca
3304640,us_oh
3304654,us_ca
2241795,us_il
3304681,us_oh
3304737,us_nc
3304751,us_oh
3304758,us_ca
3304779,us_ca
3304800,us_fl
3304842,us_fl
3304856,us_fl
3304863,us_pa
3304877,us_fl
3304898,us_ca
3304938,us_fl
3305008,us_ca
3305022,us_ca
3305029,us_ca
3305063,us_ks
3305070,us_ca
3305147,us_hi
3305168,us_or
3307850,us_tn
3307906,us_ma
3307955,us_nc
3307990,us_ma
3308053,us_ca
3308144,us_fl
3308158,us_il
3308234,us_pa
3308255,us_ca
3308276,us_il
3308338,us_hi
3308489,us_ny
3308496,us_wa
3308531,us_ca
3305223,us_tx
3308559,us_wi
3305244,us_ms
3308566,us_tn
3308580,us_il
3308587,us_ca
3305291,us_ky
3308614,us_tn
3308634,us_ca
3305347,us_ca
3305354,us_fl
3305431,us_ca
3308678,us_ca
3305494,us_ny
3305522,us_fl
3305529,us_mo
3308741,us_wi
3305550,us_nc
3305578,us_fl
3305592,us_mo
3308762,us_oh
3305606,us_ca
3308790,us_ca
3308811,us_fl
3305655,us_fl
3305662,us_il
3308846,us_ga
3305732,us_fl
3305753,us_ri
3305767,us_il
3308888,us_fl
3305816,us_va
3305830,us_ca
3305844,us_ca
3305851,us_il
3305879,us_ny
3308936,us_ca
3308943,us_ca
3306027,us_sc
3306104,us_md
3306118,us_ky
3306125,us_tx
3308992,us_tx
3306132,us_ca
3309006,us_oh
3309020,us_ma
3309027,us_in
3309048,us_wa
3306272,us_mn
3306300,us_tx
3309132,us_pa
3306426,us_fl
3306454,us_ca
3306461,us_pa
3306468,us_ca
3306482,us_oh
3309174,us_nh
3306517,us_ca
3309202,us_ri
3306559,us_fl
3306566,us_ny
3309230,us_il
3306629,us_pa
3309244,us_ca
3309272,us_ia
3306685,us_ga
3306720,us_ca
3306734,us_md
3306769,us_fl
3306790,us_mn
3306797,us_nj
3306811,us_tx
3306839,us_mo
3306860,us_il
3306867,us_fl
3306874,us_il
3306881,us_co
3309383,us_ca
3309404,us_wi
3306998,us_or
3307012,us_sc
3309439,us_il
3307061,us_il
3307103,us_pa
3309495,us_il
3309502,us_il
3307159,us_tn
3307173,us_ca
3307180,us_il
3307194,us_fl
3307278,us_ny
3309642,us_or
3309675,us_tn
3307486,us_fl
3307493,us_pa
3309794,us_ca
3307528,us_fl
3307542,us_ca
3307556,us_ca
3309829,us_ga
3307570,us_ca
3307584,us_ia
3307591,us_oh
3309948,us_ca
3307731,us_ca
3307738,us_co
3307759,us_ca
3307773,us_il
3256153,be
3258258,cn
3260000,cn
3296861,tr
3298804,pl
3299000,za
3298846,pt
3310753,us_ca
3309989,us_nc
3309975,us_il
3309982,us_hi
3309968,us_il
3309955,us_mn
3309941,us_mo
3309906,us_sc
3309885,us_ri
3309864,us_mo
3309857,us_tn
3309822,us_fl
3309787,us_sc
3309780,us_ca
3309745,us_mo
3309689,us_al
3309696,us_fl
3309621,us_nj
3309628,us_nj
3309593,us_ca
3309565,us_il
3309558,us_ca
3309551,us_il
3309530,us_co
3309537,us_fl
3309516,us_mo
3309418,us_ca
3309369,us_ca
3309341,us_ga
3309307,us_oh
3309300,us_ga
3309258,us_ny
3309223,us_ga
3309216,us_ca
3309209,us_fl
3309181,us_nc
3309146,us_ca
3309139,us_tx
3309125,us_fl
3309097,us_ga
3309083,us_ma
3309062,us_nj
3309041,us_ca
3309034,us_fl
3308971,us_nv
3308950,us_ct
3308929,us_mi
3308922,us_ca
3308902,us_mn
3308867,us_ma
3308853,us_il
3308839,us_il
3308825,us_fl
3308734,us_nc
3308713,us_nv
3308685,us_ca
3308503,us_nc
3308475,us_il
3308407,us_oh
3308400,us_ma
3308393,us_tx
3308352,us_fl
3308359,us_ca
3308345,us_ca
3308324,us_fl
3308310,us_ca
3308283,us_il
3308248,us_ar
3308241,us_tx
3308220,us_ca
3308130,us_mi
3308109,us_ri
3308102,us_nc
3308088,us_ca
3308067,us_wa
3308060,us_mn
3308025,us_ca
3308018,us_il
3308004,us_il
3308011,us_pa
3307962,us_ca
3307864,us_fl
3307822,us_ny
3307815,us_ks
3307794,us_ca
3307724,us_fl
3307717,us_fl
3307661,us_wy
3307668,us_ca
3307654,us_ri
3307612,us_fl
3307514,us_mo
3307500,us_il
3307479,us_fl
3307437,us_ca
3307409,us_ky
3307381,us_wa
3307367,us_mn
3307360,us_tx
3307346,us_tx
3307339,us_il
3307332,us_nc
3307285,us_ri
3307292,us_fl
3307271,us_fl
3307236,us_il
3307166,us_tx
3307096,us_mn
3307033,us_il
3307005,us_or
3306958,us_il
3306944,us_tn
3306909,us_mt
3306902,us_pa
3306853,us_ca
3306846,us_ri
3306755,us_oh
3306748,us_nj
3306727,us_ga
3306713,us_in
3306692,us_tx
3306615,us_il
3306601,us_ca
3306587,us_fl
3306552,us_tx
3306545,us_ca
3306531,us_tn
3306503,us_sc
3306475,us_oh
3306433,us_ca
3306440,us_il
3306398,us_wa
3306363,us_nj
3306370,us_va
3306335,us_ca
3306328,us_in
3306286,us_il
3306265,us_ky
3306251,us_il
3306223,us_wi
3306216,us_ca
3306188,us_ca
3306167,us_ca
3306111,us_il
3306083,us_ca
3306055,us_fl
3306041,us_tx
3306005,us_fl
3305998,us_me
3305970,us_il
3305963,us_ca
3305949,us_ks
3305914,us_fl
3305872,us_sc
3305858,us_ny
3305865,us_tx
3305809,us_ne
3305774,us_ny
3305760,us_ca
3305718,us_tx
3305690,us_oh
3305697,us_ca
3305627,us_fl
3305613,us_ca
3305585,us_ut
3305466,us_ky
3305417,us_co
3305340,us_ca
3305277,us_ca
3305258,us_nj
3305209,us_va
3305182,us_mo
3305154,us_il
3305140,us_ca
3305112,us_ca
3305084,us_mn
3305049,us_mo
3305015,us_ny
3304994,us_ca
3304952,us_nj
3304931,us_nv
3304912,us_ut
3304891,us_fl
3304870,us_ca
3304730,us_ga
3304723,us_oh
3304709,us_in
3304661,us_il
3304633,us_nj
3304598,us_ca
3304577,us_az
3304542,us_nv
3304535,us_ca
3304481,us_co
3304488,us_pa
3304474,us_tx
3304397,us_ca
3304404,us_ks
3304376,us_fl
3304369,us_nj
3304335,us_wi
3304272,us_il
3304251,us_tn
3304202,us_fl
3304153,us_ca
3304139,us_tn
3304146,us_ca
3304132,us_pa
3304083,us_ca
3304055,us_ct
3304036,us_in
3304043,us_ga
3303952,us_ga
3303910,us_ca
3303917,us_fl
3303903,us_ca
3300239,us_nc
3300218,us_fl
3300128,us_fl
3300121,us_fl
3300100,us_il
3300065,us_ca
3299890,gb
3299631,gb
3299589,gb
3299294,tw
3299280,tw
3299287,tw
3299210,tw
3299217,tw
3299161,tw
3299119,tw
3299084,lk
3299056,es
3299028,es
3298986,sk
3298979,sg
3298874,ru
3298818,pt
3298797,pl
3298741,pl
3298692,pl
3298657,pl
3298664,pl
3298629,pl
3298608,ph
3298559,pe
3298531,nl
3298517,nl
3298503,nl
3298510,nl
3298378,us_wa
3298371,us_il
3298343,us_oh
3298336,us_mi
3298329,us_ca
3298322,us_fl
3298280,us_mi
3298238,us_mo
3298224,us_ca
3298210,us_ny
3298161,us_me
3298154,us_wi
3298133,us_fl
3298070,us_fl
3298035,us_ca
3298014,us_il
3297958,us_fl
3297944,us_tx
3297916,us_ny
3297889,us_tn
3297868,us_ca
3297840,us_fl
3297784,us_az
3297777,us_ca
3297693,gb
3297371,gb
3297245,gb
3297231,gb
3297161,gb
3297091,gb
3296973,gb
3296777,tr
3296728,tn
3296578,tw
3296564,tw
3296557,tw
3296438,tw
3296396,tw
3296089,tw
3296075,tw
3295984,tw
3295963,ch
3295872,se
3295858,se
3295774,es
3295746,es
3295565,es
3295516,si
3295502,si
3295292,sg
3295264,ru
3295236,ru
3295222,ru
3295201,ru
3295208,ru
3295194,ro
3295145,pt
3295131,pt
3295047,pt
3295033,pt
3295019,pt
3294991,pt
3294998,pt
3294921,pt
3294893,pt
3294865,pl
3294851,pl
3294858,pl
3294837,pl
3294802,pl
3294767,pl
3294725,pl
3294697,pl
3294704,pl
3294655,pl
3294634,pl
3294641,pl
3294592,pl
3294585,pl
3294564,pl
3294515,pl
3294480,ph
3294459,ph
3294466,ph
3294410,pe
3294382,nz
3294354,nl
3294326,nl
3294319,nl
3294256,nl
3294200,nl
3294186,nl
3290574,mx
3290534,mx
3290429,kr
3290408,kr
3290415,kr
3290394,kr
3290401,kr
3290380,kr
3290373,kr
3290359,kr
3290366,kr
3290345,kr
3290331,kr
3290324,kr
3290310,kr
3290289,kr
3290296,kr
3290268,jp
3290226,jp
3290205,jp
3290212,jp
3290198,jp
3290163,jp
3290086,jp
3290023,jp
3290030,jp
3290016,jp
3289995,jp
3289974,jp
3289960,jp
3289911,jp
3289876,jp
3289862,jp
3289869,jp
3289848,jp
3289841,jp
3289827,jp
3289799,jp
3289785,jp
3289792,jp
3289772,jp
3289758,jp
3289765,jp
3289751,jp
3289703,jp
3289675,jp
3289647,jp
3289564,jp
3289557,jp
3289523,it
3289502,it
3289467,it
3289343,mg
3289308,kr
3289280,kr
3289259,kr
3289252,kr
3289238,kr
3289210,kr
3289196,kr
