oc_jurisdiction_code;oc_company_number;inc_jurisdiction_code;wikirate_number;company_name
za;1936-007721-06;za;49745;Shoprite Holdings
za;1998-006375-07;za;789077;The South African Breweries Ltd.
za;1906-000622-06;za;20034;Illovo Sugar Limited
za;1929-001986-06;za;56864;Woolworths Holdings Limited
za;2005-018732-07;za;2608838;Sun International Limited
za;2000-011076-06;za;2314923;Exxaro Resources
za;1944-017354-06;za;2315482;AngloGold Ashanti
za;2003-020161-06;za;788792;Wesizwe Platinum Limited
za;2008-015696-06;za;810995;Royal Bafokeng Platinum
za;2008-018923-21;za;2315483;Cliffe Dekker Hofmeyr Inc.
za;1939-012365-07;za;2806486;Unilever South Africa
za;2007-001876-23;za;2805206;Goldengate Consulting
es;14010342;es;48436;Bankia
es;28000727;es;48469;Banco Popular Espanol
es;62202833;es;48481;Abertis
es;28157360;es;49706;Bankinter
es;28294726;es;50359;Enagas
es;30017438;es;2618065;VIDAL GOLOSINAS SA
es;31065501;es;2612050;VISCOFAN SA
es;46014528;es;2604002;Natra SA
es;34002501;es;2608661;Galletas Gullon SA
es;33000852;es;2618145;Chupa Chups SA
es;47412333;es;2603976;Ebro Foods SA
es;95313888;es;2615920;Grupo Eroski
es;58869389;es;2615964;Almirall SA
es;70003686;es;2608682;Prosegur
es;46103834;es;2602203;Mercadona
es;28018380;es;2666667;Compania Logistica de Hidrocarburos CLH, S.A.
es;61648069;es;47702;Gas Natural Fenosa
es;84173947;es;2618104;Grupo Isolux Corsan SA
es;01011253;es;968751;Gamesa Corporacion Tecnologica
es;78304516;es;170715;Melia Hotels International SA
es;91358184;es;967759;Santalucia
es;20201679;es;965770;Caja Laboral
es;63776306;es;2668033;Port Aventura Entertainment
es;81782096;es;2791823;Emesa Prevencion S.L.
es;39001219;es;2789424;Textil Santanderina S.A.
es;08420689;es;2791827;Ficosa International S.A.
es;60179322;es;2796882;Quality Experts S.A.
es;81944324;es;968766;Union Fenosa Gas
es;49175243;es;2795819;Inzamac Asistencias Tecnicas
es;84898741;es;2789428;ZIV Aplicaciones y Tecnologia S.L.
es;28092583;es;2668016;Tecnicas Reunidas
es;83052407;es;2668019;Sociedad Estatal Correos y Telegrafos
es;08917023;es;2791781;Cesva Instruments S.L.
es;59551655;es;2803550;Badalona Serveis Assistencials
es;65550311;es;2668029;Saba Infraestructuras
es;29961059;es;2805198;Total Logistic Services S.L.
es;31000268;es;2803158;Cementos Portland Valderrivas SA
es;28021350;es;2791875;Redondo y Garcia SA
es;08168064;es;2803573;Grupo Catalana Occidente
es;80386451;es;2799575;Hospital Moncloa S.A.
es;50006089;es;2803584;Industrias Quimicas del Ebro S.A
es;82837782;es;2795802;Celer Soluciones S.L.
es;64348261;es;2799609;Anudal Industrial S.L.
es;85821197;es;2667984;Gestamp Energias Renovables, S.L.
es;30304562;es;2805794;Redyser Transporte
es;48183495;es;2795799;Vicinay Cadenas S.A.
es;41254137;es;1182755;Grupo Angel Camacho
es;80802374;es;2789405;Avansis Integracion
es;28286375;es;2795785;Enusa Industrias Avanzadas S.A.
es;81498669;es;2618130;LLORENTE & CUENCA
es;28017895;es;2796893;El Corte Ingles S.A.
es;99069973;es;2803528;Inmela Servicios Electricos SL
es;31419773;es;2618078;Zabala Innovation Consulting SA
es;15850118;es;2805180;Norquality Consultores S.L.
lu;B22232;lu;58062;Espirito Santo Financial
lu;B35612;lu;58846;Millicom International
lu;B60814;lu;2432941;Ferrero International
nz;97884;nz;2624128;Hansells Food Group Ltd
nz;803253;nz;52728;Earthwise
nz;1043423;nz;60967;ecostore
nz;660760;nz;919384;Contact Energy
nz;938552;nz;968790;Meridian Energy Limited
nz;104799;nz;170744;Air New Zealand
pl;0000173669;pl;57308;PKO Bank Polski
pl;0000059307;pl;968823;Polska Grupa Energetyczna
pk;0000535;pk;2615883;ICI Pakistan Limited
pk;0002159;pk;2313896;Engro Corporation
pk;0010508;pk;2608847;Al-Ghazi Tractors Ltd
pk;0038403;pk;49741;Oil & Gas Development
pk;0002618;pk;2795789;Rastgar Engineering Company Private Limited
pk;0001129;pk;2618045;Pakistan Refinery Limited
pk;0001747;pk;2624154;National Refinery Limited
pk;0034007;pk;2624185;Byco Petroleum Pakistan Limited
pk;0006538;pk;2612027;Attock Refinery Limited
pk;0000408;pk;2611606;Pakistan Oilfields Limited
pk;0000151;pk;2792849;International Industries Limited
pk;0008697;pk;2805192;Agriauto Industries Limited
si;6167713000;si;2602262;Gorenje
gb;00617987;gb;56340;HSBC Holdings
sg;T08FC7168K;sg;56142;SingTel
sg;196800351N;sg;51401;Keppel Corp
sg;197200078R;sg;49149;Singapore Airlines
sg;198900036N;sg;49172;CapitaLand
sg;200715832Z;sg;49497;Global Logistic Properties
sg;200001875N;sg;49577;Flextronics International
sg;200516741R;sg;1073423;Bumitama Agri
sg;199706229Z;sg;2728218;PSA
sg;200001855H;sg;2612157;SMRT Corporation Ltd
sg;199201624D;sg;51391;Singapore Telecommunications
sg;199201312E;sg;2615886;MediaCorp Pte Ltd
sg;200003108H;sg;2805209;Banyan Tree Holdings Ltd
sg;198403749M;sg;2806493;Spicers Paper (Singapore) Pte Ltd
sg;199904940D;sg;2615862;Singapore Exchange Limited
sg;196300440G;sg;2615982;Frasers Centrepoint Limited
