question,metric_type,metric_designer,metric_title,topic,about,methodology,value_type,value_options,report_type,research_policy
Does the company publish the % of retrospective changes made to orders or payment terms after the original purchase order agreement was made?,Research,Fashion Revolution,Discloses Quantity of Orders Changed After Original Agreement,"Purchasing Practices, Orders, Purchase order, Agreement, Retrospective, Changes, Supplier, Payment, Terms, FTI 2020",Disclosing the % of retrospective changes made to orders or payment terms after the original purchase order agreement was made is another indication how the successfully the company implements its payment terms and policies. When a company fails to meet agreed payment terms it can have server impact on the workers within its supply chain. ,"In this question you are being asked to identify whether the company discloses the percentage (%) of retrospective changes made to orders or payment terms after the original purchase order agreement was made.

Where to look for this information:
- Corporate Social Responsibility report
- In Modern Slavery Statement or 
- California Transparency Act disclosure
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Purchasing Practices
- Payment terms
- Purchase order

Things to keep in mind:
- When a company fails to meet agreed payment terms it can have server impact on the workers within its supply chain ",Category,Yes; No,,designer assessed
Does the company disclose supplier feedback on the companies purchasing practices through a formal process?,Research,Fashion Revolution,Publishes Supplier Feedback on Purchasing Practices,"Purchasing, Practices, Formal, Process, Feedback, Supplier, Better, Buying, Summits, Surveys, FTI 2020","Disclosure of a company’s feedback from suppliers on their purchasing practises through a formal process shows that the company works to improve its understanding of the actual impacts of its purchasing practises
","In this question you are being asked to identify whether the company discloses supplier feedback on the its purchasing practices through a formal process.

Where to look for this information:
- Corporate Social Responsibility report
- In Modern Slavery Statement or 
- California Transparency Act disclosure
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Better Buying
- Supplier feedback
- Purchasing Practices

Things to keep in mind:
- Publishing of supplier feedback might happen via the Better Buying platform, Supplier Summits, internal surveys of suppliers of brands’ purchasing practices
- Feedback itself must be publish, not enough to state that feedback is gathered
- Audits not sufficient",Category,Yes; No,,designer assessed
"Does the company disclose the number or % of supplier facilities that have independent, democratically elected trade unions?",Research,Fashion Revolution,Discloses Suppliers with Democratic Trade Unions ,"Unions, Collective Bargaining, Independent, Democratically, Elected, Supplier, Factory, Facilities, FTI 2020","Ensuring facilities have independent, democratically elected unions is a fundamental aspect of workers within the companies supply chain being able to take collective action to determine the circumstances of their employment such as; fair wages and working conditions. 

","In this question you are being asked to identify whether the company discloses the number or percentage (%) of supplier facilities that have independent, democratically elected unions.

Where to look for this information:
- Corporate Social Responsibility report
- In Modern Slavery Statement or California Transparency Act disclosure
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Trade Union
- Collective bargaining
- Freedom of Association

 Things to watch out for: 
- Worker-management or worker participation committees do not count, we are looking for democratically elected trade unions specifically - Must be in supply chain, information relating to the companies own employees does not count for this question ",Category,Yes; No,,designer assessed
Does the company disclose the number or % of workers in the supply chain that are covered by collective bargaining agreements?,Research,Fashion Revolution,Discloses number or % of Workers covered by Collective Bargaining Agreements,"Unions, Collective Bargaining, Independent, Democratically, Elected, Supplier, Factory, Facilities, FTI 2020",Collective bargaining agreements allow employers and unions to negotiate on important issues such as fair wages and working conditions.,"In this question you are being asked to identify whether the company discloses the number or percentage (%) of workers in the supply chain that are covered by collective bargaining agreements.

Where to look for this information:
- Corporate Social Responsibility report
- In Modern Slavery Statement or California Transparency Act disclosure
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Trade Union
- Collective bargaining
- Freedom of Association

Things to watch out for: 
- Must be in supply chain
- Global Framework Agreements are good examples",Category,Yes; No,,designer assessed
"Does the company disclose how they involve potentially affected women, women’s organisations, women human rights defenders and gender experts in all stages of human rights due diligence?",Research,Fashion Revolution,Approach to Involving Women in Human Rights Due Diligence,"Due Diligence, Women, Rights, Equality, Equity, Organisations, Human Rights, Defenders, Gender, FTI 2020","Including potentially affected women in the due diligence processes shows brands are committed to ensuring women are represented in the process of working to identify, mitigate and prevent human rights issues occurring within their supply chain. 
","In this question you are being asked to identify whether the company discloses how it involves potentially affected women, women’s organisations, women human rights defenders and gender experts in all stages of its human rights due diligence.

Where to look for this information:
- Corporate Social Responsibility report
- In Modern Slavery Statement or California Transparency Act disclosure
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Due Diligence
- Risk Assessment
- Gender Equality
- Women
- Stakeholders

Things to keep in mind:
- This point can only be give if they describe the process for involving potentially affected women in ALL aspects of human rights due diligence",Category,Yes; No,,designer assessed
Does the company publish data on the prevalence of gender-based labour violations within their supply chain? ,Research,Fashion Revolution,Publishes Gender-based Labour Violations Data,"Gender Equality, Supply Chain, Female, Empowerment, Tackling, Gender-Based, Discrimination, Violence, Gender, Women, Workers, Supervisor, Management, Supplier, Diversity, Code of Conduct, Harassment, Treatment, Firing, Pregnant, Maternity, Pay, Leave, Bathroom, Periods, Supervisor, Management, Gender Pay Gap, Worker Participation Committees, Unions, FTI 2020","Publishing data on gender-based violations shows that a brand is committed to working to identify and improve conditions for female workers within their supply chain.
","In this question you are being asked to identify whether the company discloses data on the prevalence of gender-based labour violations in the supply chain. 
 
Where to look for this information:
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Gender equality
- Sexual harassment
- Gender-based violence
- Labour violations

Things to keep in mind: 
-  For example we are looking for data related to sexual harassment and other forms of gender-based violence; treatment and firing of pregnant workers; maternity pay; bathroom breaks during periods, etc; women in supervisor/middle management roles; gender pay gap; women on Worker Participations Committees and in unions; etc.
- We are looking for data that covers workers within the company supply chain, not their own employees ",Category,Yes; No,,designer assessed
At which levels of its operations does the company publish annual sex-disaggregated distribution of job roles?,Research,Fashion Revolution,Publishes Sex-disaggregated Job Distribution,"Gender Equality, Supply Chain, Female, Empowerment, Tackling, Gender-Based, Discrimination, Violence, Gender, Women, Workers, Pay, Gap, Gender Pay Gap, Executive, Management, Company, Head Office, Retail, Stores, FTI 2020","Disclosure of Sex-disaggregated data of job distributions shows that the company is working to map the this information which can help them better understand the gender disparities that is at play throughout their own operations and supply chain. 
 
","In this question you are being asked to identify whether the company discloses data on the annual sex-disaggregated distribution of job roles throughout their own operations and supply chain.

Where to look for this information:
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Gender equality
- Executive 
- Managers
- Women

Things to keep in mind: 
- In the supply chain, this could be gender breakdown of employees such as helpers, machinists verses supervisors/managers
- In the company's own operations, this could be the gender breakdown of executive level, managers/supervisors vs employees",Multi-category,"Own operations;
Supply chain;
None",,designer assessed
Does the company publish the annual gender pay gap within the company?,Research,Fashion Revolution,Publishes Gender Pay Gap,"Gender Equality, Supply Chain, Female, Empowerment, Tackling, Gender-Based, Discrimination, Violence, Gender, Women, Workers, Pay, Gap, Gender Pay Gap, Executive, Management, Company, Head Office, Retail, Stores, FTI 2020","Publishing a gender pay gap report shows that a brand is working to address gender equality relating to remuneration within their own operations and can allow stakeholders to call for improvements when needed. It is also mandatory in some countries such as the UK. 
","In this question you are being asked to identify whether the company publishes an annual gender pay gap report (e.g. as required by UK law beginning in April 2017).

Where to look for this information:
- Gender Pay Gap Disclosure
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Gender equality
- Gender pay gap
- Pay equity

Things to keep in mind: 
- Often found as a separate document
- This is a required by UK law beginning in April 2017",Category,Yes; No,,designer assessed
Does the company disclose the quantity of products produced during the annual reporting period?,Research,Fashion Revolution,Discloses Quantity Products Produced,"Quantity, Product, Volume, Production, Consumption, Over-consumption, Excess, FTI 2020","Disclosing how many items accompany produces each year helps stakeholders understand the company’s market share and contributes to a better industry wide understanding of the current scale of global production.
","In this question you are being asked to identify whether the company discloses the quantity of products they produced per year.

Where to look for this information:
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Product volume
- Produced this year

Things to keep in mind:
- We are looking to see how many items brands produced in the past year. For example, 'we produced over 1.5 billion products in 2019.'",Category,Yes; No,,designer assessed
Does the company publish the % or tonnes of product/textile waste generated during the annual reporting period?,Research,Fashion Revolution,Discloses Quantity of Product Waste Generated,"Textile, Product, Waste, Excess, Circularity, Circular, FTI 2020","Publishing data about the textile/product waste shows that the company is working to track its waste, which is the starting point for finding better ways to deal with it in the most environmentally sustainable way. 
","In this question you are being asked to identify whether the company publicly discloses the quantity of products produced during the annual reporting period.

Where to look for this information:
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Textile
- Waste
- Production waste
 - Offcut

Things to keep in mind:
- We will accept information provided that is both a % or number of tonnes 
- This information should be relating to the last reporting period and we will not accept information for previous reporting periods before 2018 
",Category,Yes; No,,designer assessed
Does the company publish the % or tonnes of product volume or number of items destroyed (typically incinerated) during the annual reporting period?,Research,Fashion Revolution,Discloses Quantity of Products Destroyed,"Textile, Product, Waste, Excess, Circularity, Circular, Incineration, Destroyed, FTI 2020","Publishing data about textile/product incineration shows that a brand is working to identify the waste management practises occurring throughout their supply chain. 
","In this question you are being asked to identify whether company publicly discloses the percentage (%) or tonnes of product volume or number of items destroyed (typically incinerated) during the annual reporting period. 

Where to look for this information:
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Textile
- Product
- Waste 
- Incineration

Things to keep in mind: 
- Brands typically destroy excess products by incineration but there are calls for this practise to stop",Category,Yes; No,,designer assessed
Does the company disclose its strategy on reducing pre-consumer surplus/waste?,Research,Fashion Revolution,Reducing Pre-Consumer Waste Strategy,"Textile, Product, Waste, Excess, Circularity, Circular, Pre-consumer, Surplus, Off-cuts, Unsold, Defective, Stock, Production, Samples, Supplier, Supply Chain, FTI 2020","This disclosure shows how the company is working to reduce its pre-consumer waste. 

 ","In this question you are being asked to identify whether the company publicly discloses a strategy towards reducing pre-consumer surplus/waste. 

Where to look for this information:
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Textile
- Product
- Waste 
- Pre-consumer
- Off-cuts
- Unsold and defective stock
- Samples
- Circularity

Things to keep in mind:
- Pre-consumer waste/surplus includes off-cuts, unsold and defective stock, production samples.",Category,Yes; No,,designer assessed
Does the company disclose measurable progress towards reducing pre-consumer surplus/waste?,Research,Fashion Revolution,Discloses Progress to Reducing Pre-Consumer Waste,"Textile, Product, Waste, Excess, Circularity, Circular, Pre-consumer, Surplus, Off-cuts, Unsold, Defective, Stock, Production, Samples, Supplier, Supply Chain, Progress, FTI 2020","Publishing progress towards reducing pre-consumer waste shows how a company advances on its commitments year on year. This can also give an indication of its priority within the company’s operations. 
","In this question you are being asked to identify whether the company discloses measurable progress towards reducing pre-consumer surplus/waste. 

Where to look for this information:
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Textile
- Product
- Waste 
- Pre-consumer
- Off-cuts
- Unsold and defective stock
- Samples
- Circularity

Things to keep in mind:
- Pre-consumer waste/surplus includes off-cuts, unsold and defective stock, production samples.",Category,Yes; No,,designer assessed
"Does the company offer permanent, year-round take-back schemes or in-store recycling?",Research,Fashion Revolution,Offers Take-back Schemes,"Take-back, Scheme, Recycling, Store, Retail, Circularity, Waste, Textile, Clothing, FTI 2020","Take back schemes encourage consumers to recycle their old garments, moving towards more circular consumption systems. ","In this question you are being asked to identify whether the company offers permanent, year-round take-back schemes/in-store recycling. 

Where to look for this information:
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include: 
- Take-back
- Recycling
- In-store

Things to watch out for: 
- One-off or irregular projects not sufficient for the point
- This can sometimes be in a FAQ for customers",Category,Yes; No,,designer assessed
Does the company offer and advertise repair services to their customers in order to help extend the life of products?,Research,Fashion Revolution,Offers Repair Services,"Repair, Services, Life, Product, Customer, Consumer, Circular, Consumption, Resources, Mend, Mending, FTI 2020","Helping customers extend the life of their garments through repair services support garment longevity which lessens the environmental impacts of a product.  
","In this question you are being asked to identify whether the company offers repair services in order to help extend the life of products.

Where to look for this information:
- Corporate Social Responsibility report
- In Modern Slavery Statement or California Transparency Act disclosure
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include: 
- Repair
- Services
- Circular Economy
- Mending

Things to watch out for: 
- This is often with information about the brands efforts towards a circular economy or in the FAQ section of their website for consumers",Category,Yes; No,,designer assessed
"Does the company disclose a time-bound and measurable sustainable materials strategy, roadmap or targets?",Research,Fashion Revolution,Sustainable Materials Strategy,"Sustainable, Sourced, Production, Materials, Raw, Inputs, Target, Goal, Strategy, Cotton, Leather, Wool, Recycled, Polyester, Fairtrade, BCI, Organic, Viscose, GOTS, RDS, RWS, FTI 2020","Disclosing a sustainable materials strategy shows how a company is moving towards more sustainable material. 
","In this question you are being asked to identify whether the company publishes a time-bound and measurable sustainable materials strategy, roadmap or targets.

Where to look for this information:
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Materials
- Sustainable 
- Cotton
- Leather
- Polyester
- Viscose

Things to keep in mind:
- Examples of sustainable material targets include; what % of materials are made using conventional/virgin materials verses more sustainable materials such as organic/Fairtrade/BCI cotton, recycled/repurposed, recycled and sustainable wool, recycled polyester, chrome-free/recycled leather, sustainably sourced forest based fabrics.",Category,Yes; No,,designer assessed
Does the company publish annual progress on achieving sustainable material targets?,Research,Fashion Revolution,Discloses Progress on Sustainable Materials Strategy,"Sustainable, Sourced, Production, Materials, Raw, Inputs, Target, Goal, Strategy, Cotton, Leather, Wool, Recycled, Polyester, Fairtrade, BCI, Organic, Viscose, GOTS, RDS, RWS, FTI 2020","
Annual disclosure on progress provides insight into how the company prioritises more sustainable sourcing options. Significant progress year on year indicates that this is a high priority issue for the company. This information also allows stakeholders to hold them to account on reaching their goals and targets. 

","In this question you are being asked to identify whether the companay publishes annual progress on achieving sustainable material targets (e.g. what % of materials are made using conventional/virgin materials verses more sustainable materials).

Where to look for this information:
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Materials
- Sustainable 
- Cotton
- Leather
- Polyester
- Viscose

Things to keep in mind:
- Examples of sustainable material targets include; what % of materials are made using conventional/virgin materials verses more sustainable materials such as organic/Fairtrade/BCI cotton, recycled/repurposed, recycled and sustainable wool, recycled polyester, chrome-free/recycled leather, sustainably sourced forest based fabrics",Category,Yes; No,,designer assessed
"Does the company publish measurable, time-bound targets for the reduction of the use of virgin plastics?",Research,Fashion Revolution,Targets to Reduce Virgin Plastics,"Sustainable, Sourced, Production, Materials, Raw, Inputs, Target, Goal, Strategy, Polyester, Plastic, Virgin, Textiles, Hangers, Packaging, Progress, Targets, Goal, FTI 2020","Disclosing a strategy to reduce the use of virgin plastics shows that the company acknowledges that moving away from virgin plastics is necessary to minimise the environmental impacts of the materials and packaging a company uses. 

","In this question you are being asked to identify whether the company publishes measurable, time-bound targets for the reduction of the use of virgin plastics.

Where to look for this information:
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Polyester
- Plastic
- Synthetic
- Materials

Things to keep in mind:
- Virgin plastics include textiles, accessories, hangers, packaging ",Category,Yes; No,,designer assessed
Does the company publish measurable progress towards reducing the use of virgin plastics? ,Research,Fashion Revolution,Discloses Progress to Reducing Virgin Plastics,"Sustainable, Sourced, Production, Materials, Raw, Inputs, Target, Goal, Strategy, Polyester, Plastic, Virgin, Textiles, Hangers, Packaging, Progress, Targets, Goal, FTI 2020",Annual disclosure on progress provides insight into how the company prioritises this issue. Significant progress year on year indicates that this is a high priority issue for the company. This information also allows stakeholders to hold them to account on reaching their goals and targets. ,"In this question you are being asked to identify whether the company publishes measurable progress towards reducing the use of virgin plastics.

Where to look for this information:
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Polyester
- Plastic
- Synthetic
- Materials

Things to keep in mind:
- Virgin plastics include textiles, accessories, hangers, packaging ",Category,Yes; No,,designer assessed
Does the company disclose what they are doing to minimise the impact of microfibres?,Research,Fashion Revolution,Minimizing Impact of Microfibres,"Microfibres, Microfiber, Ocean Clean Wash, Microfibre Consortium, Taskforce, Synthetic, Sustainable, Materials, Raw, Inputs, Target, Goal, Strategy, Polyester, Plastic, Virgin, FTI 2020","Disclosing information on how the company is working to minimise microfiber pollution throughout their products life shows how they are working to better protect the environment, ocean, marine animals and our health. 
","In this question you are being asked to identify whether the company publicly discloses what they are doing to minimise the impact of microfibers. 

Where to look for this information:
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Microfibre/Microfiber
- Polyester
- Plastic
- Synthetic
- Materials

Things to keep in mind:
- This could through testing of materials to understand microfibre impacts or partnering with research bodies to understand micofibre impacts or by supporting an industry body such as Ocean Clean Wash or the Outdoor Industry Association’s Microfibre Taskforce.",Category,Yes; No,,designer assessed
Does the company disclose evidence of developing circular solutions that enable textile to textile recycling beyond reuse and downcycling?,Research,Fashion Revolution,Discloses Evidence of Circular Solutions,"Circular, Economy, Technology, Technologies, Resources, Efficiency, Consumption, Financial, Investment, Recycling, Material, Textile, Closed, Loop, Recycled, FTI 2020","Investing into a circular solutions will support innovation in the sector and in turn faster adoption of circular systems and infrastructure. 
 ","In this question you are being asked to identify whether the company publicly discloses evidence of developing circular solutions that enable textile to textile recycling beyond reuse and downcycling. 

Where to look for this information:
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Circularity
- Closed-loop
- Recycling

Things to keep in mind:
- Examples of circular solutions include closed loop textile recycling
- Use of recycled materials is not sufficient ",Category,Yes; No,,designer assessed
Does the company disclose the % of products that are designed to enable closed loop or textile to textile recycling at end of life?,Research,Fashion Revolution,Discloses % of Circular Products,"Circular, Economy, Technology, Technologies, Resources, Efficiency, Consumption, Financial, Investment, Recycling, Material, Textile, Closed, Loop, Recycled, Worn Again, Ervnu, Ellen MacArthur Foundation, Centre for Circular Design, FTI 2020","Disclosing the % of products designed to enable textile-textile recycling provides visibility on a company’s progress on practically supporting more circular production systems. 
","In this question you are being asked to identify whether the company discloses the percentage (%) of products that are designed to enable closed loop or textile to textile recycling at end of life. 
 
Where to look for this information:
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Circularity
- Closed-loop
- Recycling

Things to keep in mind:
-  Use of recycled materials is not sufficient",Category,Yes; No,,designer assessed
Does the company disclose a time-bound commitment/roadmap to eliminate the use of hazardous chemicals as aligned with international standards such as ZDHC?,Research,Fashion Revolution,Commitment to Eliminate Hazardous Chemicals,"Chemicals, ZDHC, Hazardous, Waste, Zero, Discharge, Restricted, Substance, List, Processing, Supplier, Supply, Chain, Elimination, FTI 2020","This disclosure shows if the company is committed to eliminating the use of hazardous chemicals throughout their production.  
","In this question you are being asked to identify whether the company discloses time-bound commitments/roadmaps to eliminate the use of hazardous chemicals. 

Where to look for this information:
- Restricted Substance List
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Chemicals
- Zero Discharge of Hazardous Chemicals (ZDHC)
- Detox
- Hazardous waste

Things to keep in mind:
- Must be aligned with international standards such as ZDHC",Category,Yes; No,,designer assessed
Does the company disclose measurable progress towards eliminating the use of hazardous chemicals as aligned with international standards such as ZDHC?,Research,Fashion Revolution,Discloses Progress to Eliminate Hazardous Chemicals,"Chemicals, ZDHC, Hazardous, Waste, Zero, Discharge, Restricted, Substance, List, Processing, Supplier, Supply, Chain, Elimination, FTI 2020","Annual disclosure on progress provides insight into how the company prioritises this issue. Significant progress year on year indicates that this is a high priority issue for the company. This information also allows stakeholders to hold them to account on reaching their goals and targets. 
","In this question you are being asked to identify whether the company discloses measurable progress towards eliminating the use of hazardous chemicals. 

Where to look for this information:
- Restricted Substance List
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Chemicals
- Zero Discharge of Hazardous Chemicals (ZDHC)
- Detox
- Hazardous waste

Things to keep in mind:
- Must be aligned with international standards such as ZDHC",Category,Yes; No,,designer assessed
Does the company publish a report that maps environmental impacts directly to financial statements?,Research,Fashion Revolution,Environmental Profit and Loss Statement,"Environmental, Social, Impacts, Profit, Loss, Financial, Statements, Mapping, P&L, EP&L, Monetary, Value, FTI 2020","Tying social and environmental impacts to the financial statement and profitability ensures that sustainability is implemented throughout business model and that consumption of resources and other impacts are measured in equal importance to profit. 

","In this question you are being asked to identify whether the company publishes reports that maps social and environmental impacts directly to financial statements (e.g. Environmental P&L). 

Where to look for this information:
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Environmental Profit and Loss
- Financial statements
- Social and Environmental Impacts
- Monetary value

Things to watch out for: 
- This may also be in an Annual report or Integrated annual report",Category,Yes; No,,designer assessed
Does the company publish Science Based Targets covering climate and/or other environmental topics?,Research,Fashion Revolution,Science Based Targets,"Science, Based, Targets, Goals, SBT, Climate, Carbon, Initiative, Carbon, Environment, Scope, 1,2, 3, Emissions, GHG, Energy, Supply Chain, Own, Operations, FTI 2020","Setting Science-based targets shows that brands are committed to reducing their carbon emissions in line with a 1.5 degree scenario. 
","In this question you are being asked to identify whether the company publishes Science Based Targets (such as those approved by Science Based Targets Initiative) covering climate and/or other environmental topics. 

Where to look for this information:
- Corporate Social Responsibility report
- Company documents
- Company policies
- Company websites
- Company code of conduct
- Parent company documents (only if the parent company is linked to from the brands website)
- Parent company policies (only if the parent company is linked to from the brands website)
- Parent company websites (only if the parent company is linked to from the brands website)
- Parent company code of conduct (only if the parent company is linked to from the brands website)

Good key words for your searches include:
- Science-based targets
- SBT
- Climate
- Carbon

Things to keep in mind:
- These should be targets such as those approved by Science Based Targets Initiative",Category,Yes; No,,designer assessed
